Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2)
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
10.7,3.2,5.3,22.1
17.0,5.1,8.0,50.3
10.7,3.2,5.3,22.1
13.4,4.0,6.7,35.5
13.4,4.0,6.7,35.5
7.7,2.3,4.1,13.3
7.7,2.3,4.1,13.3
7.7,2.3,4.1,13.3
12.0,3.6,8.0,50.3
7.7,2.3,4.1,13.3
19.5,5.9,7.7,46.2
19.5,5.9,7.7,46.2
19.5,5.9,7.7,46.2
19.5,5.9,7.7,46.2
26.0,7.8,8.0,50.3
19.0,5.7,5.0,19.6
5.5,1.7,4.0,12.6
22.0,6.6,20.0,314.2
25.0,7.5,16.0,201.1
16.0,4.8,11.0,95.0
16.0,4.8,11.0,95.0
12.0,3.6,8.0,50.3
10.8,3.2,7.0,38.4
12.0,3.6,7.0,38.5
12.0,3.6,10.0,78.5
10.0,3.0,6.0,28.3
14.0,4.2,6.0,28.3
14.0,4.2,8.0,50.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
5.0,1.5,3.0,7.1
7.0,2.1,5.0,19.6
7.0,2.1,6.0,28.3
6.0,1.8,6.0,28.3
7.0,2.1,5.0,19.6
6.0,1.8,5.0,19.6
6.0,1.8,5.0,19.6
6.0,1.8,4.0,12.6
5.0,1.5,4.0,12.6
7.0,2.1,5.0,19.6
7.0,2.1,6.0,28.3
6.0,1.8,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,5.0,19.6
5.0,1.5,4.0,12.6
10.8,3.2,7.0,38.4
7.0,2.1,6.0,28.3
6.0,1.8,5.0,19.6
6.0,1.8,5.0,19.6
7.0,2.1,5.0,19.6
7.0,2.1,6.0,28.3
7.0,2.1,5.0,19.6
7.0,2.1,6.0,28.3
7.0,2.1,5.0,19.6
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,5.0,19.6
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
4.0,1.2,2.0,3.1
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
4.5,1.3,3.5,9.6
4.5,1.3,3.5,9.6
5.0,1.5,3.5,9.6
4.5,1.3,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.5,15.9
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
6.0,1.8,4.0,12.6
5.0,1.5,3.0,7.1
5.0,1.5,3.0,7.1
5.0,1.5,3.0,7.1
5.0,1.5,3.0,7.1
16.0,4.8,12.0,113.1
10.8,3.2,7.0,38.4
10.8,3.2,7.0,38.4
10.8,3.2,7.0,38.4
10.8,3.2,7.0,38.4
10.8,3.2,7.0,38.4
10.8,3.2,7.0,38.4
10.8,3.2,7.0,38.4
10.8,3.2,7.0,38.4
22.0,6.6,17.0,227.0
21.0,6.3,14.0,153.9
22.0,6.6,17.0,227.0
21.0,6.3,16.0,201.1
22.0,6.6,12.0,113.1
16.0,4.8,9.0,63.6
18.0,5.4,13.0,132.7
21.0,6.3,12.0,113.1
21.0,6.3,12.0,113.1
21.0,6.3,12.0,113.1
21.0,6.3,11.0,95.0
22.0,6.6,14.0,153.9
22.0,6.6,16.0,201.1
24.0,7.2,15.0,176.7
22.0,6.6,15.0,176.7
22.0,6.6,16.0,201.1
19.0,5.7,6.0,28.3
20.0,6.0,12.0,113.1
26.0,7.8,16.0,201.1
22.0,6.6,10.0,78.5
15.8,4.7,9.8,75.6
21.0,6.3,6.0,28.3
20.0,6.0,3.0,7.1
19.0,5.7,5.0,19.6
16.0,4.8,5.0,19.6
17.0,5.1,9.0,63.6
18.0,5.4,10.0,78.5
18.0,5.4,10.0,78.5
19.0,5.7,11.0,95.0
18.0,5.4,3.0,7.1
15.0,4.5,3.0,7.1
15.0,4.5,4.0,12.6
16.0,4.8,6.0,28.3
20.0,6.0,6.0,28.3
19.0,5.7,11.0,95.0
32.0,9.6,20.0,314.2
18.0,5.4,3.0,7.1
18.0,5.4,3.0,7.1
18.0,5.4,3.0,7.1
16.0,4.8,3.0,7.1
16.0,4.8,12.0,113.1
17.0,5.1,3.0,7.1
18.0,5.4,3.0,7.1
18.0,5.4,10.0,78.5
18.0,5.4,7.0,38.5
24.0,7.2,12.0,113.1
21.0,6.3,6.0,28.3
18.7,5.6,6.6,33.8
18.7,5.6,6.6,33.8
20.0,6.0,6.0,28.3
22.0,6.6,7.0,38.5
15.0,4.5,4.0,12.6
15.0,4.5,4.0,12.6
16.0,4.8,22.0,380.1
18.0,5.4,10.0,78.5
18.0,5.4,10.0,78.5
19.0,5.7,11.0,95.0
18.0,5.4,10.0,78.5
18.7,5.6,6.6,33.8
18.1,5.4,7.2,40.4
5.3,1.6,3.9,11.8
11.0,3.3,8.0,50.3
5.3,1.6,3.9,11.8
5.3,1.6,3.9,11.8
5.3,1.6,3.9,11.8
5.3,1.6,3.9,11.8
5.3,1.6,3.9,11.8
5.3,1.6,3.9,11.8
4.9,1.5,3.7,10.6
6.0,1.8,4.0,12.6
5.0,1.5,3.5,9.6
5.5,1.7,4.0,12.6
5.5,1.7,4.0,12.6
6.0,1.8,4.0,12.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
6.0,1.8,5.0,19.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
4.9,1.5,3.7,10.6
7.0,2.1,6.0,28.3
9.0,2.7,6.0,28.3
7.0,2.1,6.0,28.3
5.0,1.5,9.0,63.6
6.0,1.8,12.0,113.1
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
5.0,1.5,9.0,63.6
6.0,1.8,10.7,89.4
6.0,1.8,8.0,50.3
6.0,1.8,8.0,50.3
6.0,1.8,8.0,50.3
6.0,1.8,8.0,50.3
6.0,1.8,8.0,50.3
6.0,1.8,8.0,50.3
6.0,1.8,8.0,50.3
5.0,1.5,3.7,10.9
4.0,1.2,4.0,12.6
4.0,1.2,4.0,12.6
4.5,1.3,5.0,19.6
4.0,1.2,6.0,28.3
5.0,1.5,12.0,113.1
5.0,1.5,3.7,10.9
5.0,1.5,3.7,10.9
5.0,1.5,3.7,10.9
16.1,4.8,5.7,25.6
16.1,4.8,5.7,25.6
9.0,2.7,14.0,153.9
6.0,1.8,7.0,38.5
6.0,1.8,7.0,38.5
6.0,1.8,5.5,23.8
6.0,1.8,6.0,28.3
6.0,1.8,5.0,19.6
6.0,1.8,4.0,12.6
12.0,3.6,9.0,63.6
12.0,3.6,9.0,63.6
11.0,3.3,8.0,50.3
12.0,3.6,9.0,63.6
8.6,2.6,5.9,27.8
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
12.5,3.8,6.5,33.2
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
7.0,2.1,2.5,4.9
4.0,1.2,2.5,4.9
4.0,1.2,2.0,3.1
6.0,1.8,2.0,3.1
6.0,1.8,2.0,3.1
3.5,1.0,1.5,1.8
3.5,1.0,1.5,1.8
6.0,1.8,3.9,12.0
6.0,1.8,3.9,12.0
14.0,4.2,5.0,19.6
11.0,3.3,12.0,113.1
4.0,1.2,1.5,1.8
6.6,2.0,4.3,14.5
6.6,2.0,4.3,14.5
6.6,2.0,4.3,14.5
20.0,6.0,20.0,314.2
7.0,2.1,6.0,28.3
7.0,2.1,6.0,28.3
2.0,0.6,5.0,19.6
11.0,3.3,7.0,38.5
13.0,3.9,7.0,38.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.0,3.3,8.5,56.7
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
5.0,1.5,9.0,63.6
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
6.0,1.8,9.0,63.6
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
10.0,3.0,16.0,201.1
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
23.0,6.9,12.0,113.1
17.0,5.1,8.0,50.3
9.0,2.7,5.0,19.6
15.0,4.5,7.0,38.5
14.0,4.2,6.0,28.3
14.5,4.4,6.0,28.3
13.0,3.9,5.0,19.6
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
14.0,4.2,7.5,44.2
16.0,4.8,8.0,50.3
11.3,3.4,5.9,27.5
13.0,3.9,10.0,78.5
9.0,2.7,7.0,38.5
13.0,3.9,7.0,38.5
13.0,3.9,8.0,50.3
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
11.3,3.4,5.9,27.5
8.0,2.4,5.3,21.7
8.0,2.4,5.3,21.7
6.0,1.8,6.0,28.3
4.4,1.3,3.1,7.5
8.0,2.4,8.0,50.3
7.7,2.3,6.2,30.3
13.0,3.9,10.0,78.5
11.0,3.3,8.0,50.3
7.0,2.1,6.0,28.3
6.0,1.8,8.0,50.3
12.0,3.6,10.0,78.5
10.0,3.0,10.0,78.5
10.0,3.0,10.0,78.5
8.0,2.4,7.0,38.5
10.0,3.0,10.0,78.5
10.0,3.0,10.0,78.5
10.0,3.0,10.0,78.5
10.0,3.0,10.0,78.5
10.0,3.0,10.0,78.5
10.0,3.0,10.0,78.5
10.0,3.0,10.0,78.5
10.0,3.0,10.0,78.5
5.0,1.5,4.0,12.6
15.0,4.5,8.0,50.3
12.0,3.6,9.0,63.6
5.0,1.5,2.0,3.1
15.0,4.5,10.0,78.5
14.0,4.2,8.0,50.3
14.0,4.2,7.0,38.5
16.0,4.8,13.0,132.7
6.0,1.8,8.0,50.3
10.0,3.0,6.0,28.3
4.0,1.2,5.0,19.6
12.0,3.6,8.0,50.3
13.0,3.9,10.0,78.5
4.0,1.2,5.0,19.6
4.0,1.2,5.0,19.6
6.0,1.8,9.0,63.6
6.0,1.8,8.0,50.3
5.0,1.5,2.6,5.2
5.0,1.5,2.6,5.2
5.0,1.5,2.6,5.2
5.0,1.5,2.6,5.2
6.0,1.8,4.0,12.6
6.0,1.8,6.0,28.3
4.0,1.2,1.5,1.8
5.0,1.5,6.0,28.3
5.0,1.5,6.0,28.3
8.3,2.5,6.0,28.3
8.3,2.5,6.0,28.3
8.3,2.5,6.0,28.3
2.5,0.8,1.0,0.8
2.5,0.8,1.0,0.8
8.3,2.5,6.0,28.3
8.3,2.5,6.0,28.3
8.3,2.5,6.0,28.3
8.3,2.5,6.0,28.3
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
8.0,2.4,4.0,12.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
7.0,2.1,6.0,28.3
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.7,2.0,5.0,19.6
6.5,1.9,4.6,16.4
6.5,1.9,4.6,16.4
6.5,1.9,4.6,16.4
6.5,1.9,4.6,16.4
4.0,1.2,2.0,3.1
4.0,1.2,2.0,3.1
4.0,1.2,2.0,3.1
4.0,1.2,2.0,3.1
6.5,1.9,4.6,16.4
4.0,1.2,2.0,3.1
8.0,2.4,8.0,50.3
4.0,1.2,2.0,3.1
6.4,1.9,4.4,14.9
6.4,1.9,4.4,14.9
6.4,1.9,4.4,14.9
7.0,2.1,6.0,28.3
6.4,1.9,4.4,14.9
6.4,1.9,4.4,14.9
6.4,1.9,4.4,14.9
6.4,1.9,4.4,14.9
6.4,1.9,4.4,14.9
6.4,1.9,4.4,14.9
6.4,1.9,4.4,14.9
17.0,5.1,9.0,63.6
12.0,3.6,8.0,50.3
12.0,3.6,11.0,95.0
6.0,1.8,6.0,28.3
6.0,1.8,6.0,28.3
6.0,1.8,6.5,33.2
19.0,5.7,10.0,78.5
6.0,1.8,7.0,38.5
12.0,3.6,8.0,50.3
9.0,2.7,5.0,19.6
6.0,1.8,4.0,12.6
8.0,2.4,6.0,28.3
8.0,2.4,8.0,50.3
7.5,2.2,5.0,20.0
7.0,2.1,6.0,28.3
7.0,2.1,5.0,19.6
12.0,3.6,10.0,78.5
12.0,3.6,10.0,78.5
8.0,2.4,7.0,38.5
7.5,2.2,5.0,20.0
12.0,3.6,10.0,78.5
12.0,3.6,10.0,78.5
10.0,3.0,6.0,28.3
10.0,3.0,8.0,50.3
7.0,2.1,5.0,19.6
4.7,1.4,2.8,6.0
4.7,1.4,2.8,6.0
11.0,3.3,10.0,78.5
10.0,3.0,8.0,50.3
11.0,3.3,10.0,78.5
13.0,3.9,11.0,95.0
13.0,3.9,10.0,78.5
13.0,3.9,11.0,95.0
10.0,3.0,5.0,19.6
12.0,3.6,11.0,95.0
11.0,3.3,11.0,95.0
12.0,3.6,10.0,78.5
12.0,3.6,11.0,95.0
11.0,3.3,10.0,78.5
12.0,3.6,10.0,78.5
12.0,3.6,11.0,95.0
11.0,3.3,9.0,63.6
15.0,4.5,11.0,95.0
12.0,3.6,6.0,28.3
18.0,5.4,11.0,95.0
14.0,4.2,9.0,63.6
15.0,4.5,12.0,113.1
15.0,4.5,14.0,153.9
13.0,3.9,11.0,95.0
12.0,3.6,14.0,153.9
15.0,4.5,11.0,95.0
8.6,2.6,5.6,24.3
8.6,2.6,5.6,24.3
8.6,2.6,5.6,24.3
20.0,6.0,10.0,78.5
13.0,3.9,11.0,95.0
6.0,1.8,5.0,19.6
6.7,2.0,5.6,25.0
5.0,1.5,3.0,7.1
6.0,1.8,3.0,7.1
5.0,1.5,4.0,12.6
4.0,1.2,3.0,7.1
5.0,1.5,5.0,19.6
5.0,1.5,4.0,12.6
5.0,1.5,4.0,12.6
5.0,1.5,4.0,12.6
8.0,2.4,7.0,38.5
9.0,2.7,7.5,44.2
8.0,2.4,7.0,38.5
10.0,3.0,8.0,50.3
8.0,2.4,7.0,38.5
9.0,2.7,7.5,44.2
7.0,2.1,6.0,28.3
11.0,3.3,6.0,28.3
4.0,1.2,4.0,12.6
12.0,3.6,8.0,50.3
13.0,3.9,12.0,113.1
12.0,3.6,16.0,201.1
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.0,3.6,8.0,50.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
15.0,4.5,12.0,113.1
6.0,1.8,6.0,28.3
13.0,3.9,12.0,113.1
16.0,4.8,14.0,153.9
15.0,4.5,8.0,50.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
16.0,4.8,12.0,113.1
16.0,4.8,14.0,153.9
12.4,3.7,8.8,60.3
15.0,4.5,12.0,113.1
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
22.5,6.8,10.0,78.5
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
12.4,3.7,8.8,60.3
6.9,2.1,4.3,14.6
5.5,1.7,3.5,9.6
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
5.0,1.5,2.0,3.1
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.4,2.5,6.0,28.3
8.4,2.5,6.0,28.3
8.4,2.5,6.0,28.3
8.4,2.5,6.0,28.3
8.4,2.5,6.0,28.3
8.4,2.5,6.0,28.3
8.4,2.5,6.0,28.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
5.0,1.5,1.5,1.8
5.0,1.5,1.5,1.8
5.0,1.5,1.5,1.8
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
8.6,2.6,2.3,4.3
