January,February,March,April,May,June,July,August,September,October,November,December
-1.3,-1.2,4.3,0.9,8.4,10.9,18.3,21.4,13.2,12.2,4.8,-3.3
-1.4,-0.6,0.4,0.5,10.0,13.1,18.1,19.1,14.6,13.2,5.6,1.2
0.8,0.0,1.3,1.7,12.5,13.2,18.2,16.6,13.0,11.1,9.4,1.6
-0.8,3.9,4.7,4.5,12.2,14.7,17.1,15.4,12.2,9.2,11.1,0.1
1.8,1.4,3.0,3.4,9.7,14.0,16.9,16.6,14.3,9.9,10.7,0.4
-2.7,0.0,0.4,5.0,11.7,17.3,18.4,14.7,15.5,9.6,7.4,1.9
-3.6,0.4,4.8,5.7,8.6,13.6,17.6,17.6,16.5,9.0,6.8,1.4
-0.5,-2.8,0.9,6.6,10.7,13.6,16.9,17.9,15.0,7.1,6.2,2.2
-1.5,-2.7,1.0,6.1,12.9,14.1,16.2,17.7,14.7,7.4,6.3,3.3
-3.6,3.7,3.8,7.7,14.2,13.1,18.7,18.8,16.1,8.0,5.4,0.6
-1.2,2.3,4.5,8.1,12.2,13.1,17.5,21.1,17.1,8.8,4.9,2.6
-3.0,2.9,3.7,7.2,12.6,11.1,16.7,19.7,16.5,8.5,2.9,2.2
-3.9,0.2,9.8,10.1,13.8,13.3,18.1,20.9,18.1,3.2,1.6,0.8
-4.7,4.5,3.7,9.4,13.7,17.1,16.6,17.9,17.2,4.4,2.1,0.6
-3.2,1.1,3.7,7.2,13.4,16.1,16.5,16.9,16.0,8.0,1.0,0.5
-3.2,-0.8,2.2,5.3,12.8,15.1,15.3,19.2,15.8,7.0,5.8,0.2
-1.8,2.7,2.2,5.1,14.2,15.3,18.8,19.4,17.1,4.7,3.4,-0.2
0.3,3.2,4.0,8.3,13.9,15.3,14.8,18.4,14.5,7.3,1.8,1.0
0.4,1.1,5.3,9.2,15.6,16.7,13.4,16.0,14.0,7.7,2.1,1.7
-2.1,1.4,4.9,13.4,14.5,13.7,17.3,18.9,14.6,4.4,9.4,1.2
-1.2,-0.5,8.2,11.6,11.7,15.0,18.8,19.8,14.4,8.4,-0.8,4.8
-0.9,0.7,9.2,6.7,13.0,20.8,16.8,19.5,15.0,7.3,-1.7,1.8
-1.9,1.0,2.3,7.3,15.3,19.0,19.2,17.4,16.1,11.4,-1.9,-0.6
-1.9,2.6,-1.1,8.6,16.4,16.2,17.2,16.1,16.2,10.2,0.8,4.5
0.4,7.2,0.4,8.9,9.0,19.1,15.1,14.9,8.9,7.8,-0.1,5.2
-0.2,6.1,0.3,13.7,10.8,20.1,16.3,16.9,10.2,10.4,-1.8,2.3
-1.0,-0.1,5.4,13.8,10.8,19.3,16.7,19.1,6.5,8.0,-2.1,-2.6
2.5,4.8,5.7,12.8,11.4,19.4,18.2,19.5,9.5,5.7,-0.9,-2.9
1.8,1.5,6.8,10.6,15.7,20.6,19.6,17.1,6.8,6.1,-0.3,-5.9
0.8,0.0,6.1,7.5,13.8,21.6,23.7,16.3,6.6,5.0,-2.0,-0.5
-1.0,0.0,3.0,0.0,13.4,0.0,20.6,14.5,0.0,6.6,0.0,-5.9
