January,February,March,April,May,June,July,August,September,October,November,December
-4.3,-3.2,4.4,10.2,13.1,15.0,20.6,18.3,16.5,9.7,4.4,-3.2
-1.7,-5.6,6.4,2.9,12.9,16.2,19.3,18.2,16.4,12.0,2.4,-1.4
-1.3,-4.5,2.9,8.6,14.6,16.0,20.1,17.6,17.0,11.8,3.2,0.0
1.7,0.2,2.8,5.7,14.9,18.4,17.2,19.7,15.0,13.4,5.0,-1.3
-1.8,1.5,7.6,7.2,14.6,17.5,18.9,22.8,13.6,12.3,3.8,-0.6
-3.2,3.0,1.9,4.1,16.4,21.0,21.0,20.2,9.4,13.1,6.8,-2.7
-3.1,0.9,0.8,5.5,14.0,20.0,24.8,21.4,11.4,15.4,6.8,-1.7
-3.3,-0.4,-0.2,5.0,14.4,18.0,21.2,21.4,8.2,13.1,6.9,0.6
-2.2,0.3,0.9,4.3,14.9,18.4,21.0,20.6,11.7,13.7,6.8,-0.4
0.8,2.0,2.4,5.3,13.7,18.5,19.3,19.7,13.3,13.3,6.5,-1.4
0.2,-0.8,4.0,8.5,10.8,15.9,16.6,17.5,13.2,12.2,6.3,-1.4
0.7,-1.4,5.4,8.0,13.5,16.1,17.5,18.4,12.6,12.8,6.2,-3.5
-2.0,3.2,1.4,8.3,13.6,17.2,23.0,19.1,15.3,13.2,4.9,-5.4
1.4,3.7,4.4,11.1,16.7,16.8,21.0,18.5,15.7,10.8,4.3,-3.2
-0.3,3.2,4.6,8.6,14.4,16.7,20.9,18.4,14.3,9.8,2.9,-1.8
2.2,3.1,6.3,9.0,15.9,16.5,24.0,17.8,13.7,8.0,2.3,-0.2
4.4,0.1,6.2,11.2,16.2,16.4,22.4,18.6,13.1,6.0,2.8,0.1
2.5,-0.1,3.1,8.5,15.3,15.2,20.5,17.6,14.2,9.2,4.1,-0.3
-0.1,-0.9,4.5,4.0,15.5,16.5,21.2,16.9,12.3,7.9,2.5,-0.2
-0.6,-1.6,6.9,4.2,10.8,13.9,23.0,16.1,16.9,4.2,6.1,-0.6
1.2,3.7,6.8,12.7,10.5,12.5,24.8,14.9,10.3,2.5,8.1,-1.7
1.0,3.8,6.6,8.8,12.1,16.7,21.6,15.6,14.6,3.4,5.2,0.7
3.4,3.2,4.3,10.9,14.4,15.5,23.4,17.0,10.5,4.1,0.3,-1.1
5.3,4.7,9.0,10.3,11.5,12.9,21.9,16.7,12.3,5.7,-2.3,-1.6
5.1,7.8,8.7,13.7,13.2,15.1,19.7,17.6,12.4,7.5,-2.3,-0.9
0.3,5.6,8.5,11.9,12.2,13.3,19.8,16.9,9.3,5.8,-0.5,-0.4
-1.8,4.8,9.7,12.2,13.7,18.4,19.6,17.7,12.9,3.9,-1.5,-0.4
-0.8,5.1,9.3,12.0,7.7,15.5,21.1,17.5,12.3,8.7,-2.4,-0.8
-2.8,0.0,4.6,10.4,12.3,18.5,20.9,18.3,10.4,10.4,-3.7,-1.9
-2.2,0.0,6.3,10.8,15.0,15.7,18.9,17.0,7.9,8.5,-2.9,-4.2
-4.2,0.0,7.2,0.0,14.6,0.0,17.2,16.5,0.0,6.8,0.0,-4.1
