January,February,March,April,May,June,July,August,September,October,November,December
-2.0,0.2,1.0,5.0,9.9,10.9,22.0,16.7,16.2,16.4,10.8,2.3
-2.2,0.5,1.0,7.2,9.8,12.5,19.9,16.5,19.2,12.9,9.9,2.3
3.8,1.5,1.0,8.8,11.3,15.5,18.5,14.0,17.1,7.2,9.8,-1.3
-2.2,2.4,1.7,5.8,8.8,16.5,18.1,14.1,13.9,5.6,8.3,-2.5
-4.2,0.4,3.9,3.6,6.0,15.6,16.5,19.2,13.9,9.7,9.1,-2.1
3.0,-1.0,1.6,10.1,9.4,17.8,19.2,18.7,13.4,6.6,7.1,-2.9
1.3,-0.5,8.0,8.0,5.5,14.8,17.9,18.5,13.7,10.3,6.9,-1.1
-1.9,1.2,7.6,7.8,10.0,17.5,15.3,18.6,11.3,10.0,4.3,-3.2
-2.3,-0.6,4.2,9.8,9.0,15.1,16.7,20.1,9.6,10.4,5.2,1.1
3.6,1.0,3.9,9.6,10.5,19.7,18.3,20.7,10.2,8.8,3.6,2.0
1.2,1.8,6.4,10.5,9.2,18.0,16.8,21.4,10.1,7.7,2.5,-1.7
-2.5,5.5,0.7,8.6,9.1,18.3,16.6,20.7,13.6,7.0,3.8,-3.0
-3.5,0.3,0.2,9.1,14.0,17.3,16.2,21.1,12.5,8.9,3.9,-3.4
1.2,-1.0,-0.8,7.2,10.3,13.1,14.4,19.0,14.1,9.4,0.8,-3.8
0.0,1.5,6.1,7.7,9.3,18.4,15.6,16.9,17.4,14.4,0.8,-2.8
-1.2,-0.2,6.2,6.1,6.1,18.2,13.8,15.4,15.4,10.7,1.6,2.6
2.5,2.7,5.0,7.5,12.0,20.1,15.5,17.0,17.1,9.7,2.4,3.7
2.4,1.6,5.2,10.3,11.4,19.6,18.2,16.8,15.4,10.0,3.0,5.5
-1.9,-0.7,3.5,10.4,10.9,20.8,15.9,20.6,16.6,13.7,5.2,6.3
-3.2,-0.5,1.2,8.6,11.9,19.6,19.1,20.2,12.3,14.1,6.1,6.6
-3.7,0.5,0.6,9.6,11.8,18.8,21.7,19.2,9.5,14.4,6.0,3.0
-3.8,-0.3,2.3,9.0,12.4,15.1,19.2,18.9,11.4,12.9,6.3,3.8
-3.8,2.6,3.7,11.5,9.9,14.4,20.2,18.4,13.9,11.0,7.1,2.4
-2.5,-1.6,5.4,11.4,15.1,16.7,21.9,19.2,10.5,9.1,7.5,6.1
0.8,-0.5,6.3,11.9,14.7,20.6,19.7,17.9,10.3,11.2,7.7,2.4
-0.4,5.0,7.9,10.0,14.6,21.0,19.5,19.2,11.0,9.1,5.5,1.7
-3.2,4.8,6.5,9.4,14.2,22.3,17.8,18.8,14.1,9.3,7.1,-0.8
-1.7,2.1,1.2,8.1,13.7,21.4,17.3,19.5,15.0,8.7,5.7,-2.5
-2.9,0.0,3.4,7.7,13.1,22.6,18.7,21.3,13.9,12.4,4.1,-3.1
-3.2,0.0,5.0,7.0,13.2,22.7,18.0,21.0,13.8,12.4,1.6,-3.8
-0.4,0.0,4.7,0.0,8.9,0.0,18.5,18.2,0.0,11.5,0.0,-2.1
