January,February,March,April,May,June,July,August,September,October,November,December
-2.1,0.6,7.1,10.9,9.1,14.4,20.5,19.1,18.8,14.0,6.8,-2.8
-3.5,2.8,3.8,11.0,12.3,14.7,20.7,19.1,17.3,14.7,6.1,-2.1
0.1,6.0,4.6,8.5,12.0,15.6,20.5,17.5,19.0,12.1,5.5,-1.6
2.4,4.6,-0.2,13.2,14.3,15.7,19.1,20.5,18.9,8.4,9.2,0.1
-1.3,1.3,0.4,11.5,10.9,15.8,18.3,16.5,20.1,9.2,7.7,0.7
-1.3,-0.6,0.8,10.9,7.8,14.9,16.8,15.7,12.6,4.6,7.2,-0.6
-3.6,3.4,2.0,12.7,9.5,13.5,15.7,18.0,16.7,5.5,3.9,-1.8
-3.6,3.9,2.7,10.1,8.5,16.5,21.1,14.7,16.2,10.0,3.8,-1.8
1.3,4.4,5.1,9.0,14.2,15.3,21.7,17.3,16.0,9.1,0.4,-1.4
2.8,2.3,4.3,10.0,13.9,13.3,19.5,16.0,16.1,9.0,0.1,-2.6
4.0,0.1,3.0,10.0,13.3,16.9,22.9,12.2,15.7,5.1,1.7,-3.9
3.6,0.1,6.9,8.9,9.8,15.1,19.9,11.7,16.9,2.4,6.0,-2.4
0.8,1.4,4.1,10.9,9.0,14.4,17.5,12.5,15.9,3.4,4.3,-1.8
0.4,0.9,6.0,12.0,10.8,15.4,16.9,15.1,15.2,8.2,0.9,-1.7
-1.0,2.7,1.6,7.5,11.0,14.6,17.2,19.8,16.2,9.5,-1.3,-3.1
0.4,5.3,4.1,14.3,7.0,15.9,16.0,18.4,15.4,9.5,0.9,-3.3
1.6,4.7,5.6,15.0,7.7,14.5,12.9,16.0,14.3,9.8,3.2,-3.6
-2.4,3.6,4.0,11.4,10.1,13.2,15.4,16.3,14.3,12.1,5.4,-3.4
-6.3,2.6,4.3,10.5,11.9,14.4,17.1,19.0,14.8,12.2,6.8,-0.1
-6.8,3.6,3.4,7.2,11.0,16.8,21.0,19.7,14.4,11.0,6.8,3.1
-6.4,0.1,7.3,11.8,11.0,17.9,20.5,18.8,14.4,7.7,7.2,2.2
-5.9,1.2,8.1,10.1,13.3,18.5,20.2,14.6,14.3,8.8,8.5,1.5
-5.2,7.5,9.3,11.8,10.2,18.8,19.4,13.9,11.1,8.2,9.6,0.0
-4.2,7.1,8.0,10.2,8.8,20.3,19.1,14.9,13.9,9.9,8.9,0.2
-2.5,2.9,5.2,6.2,10.3,19.9,18.7,16.3,10.6,11.5,8.8,-2.0
-1.2,0.7,3.8,3.7,11.6,18.6,20.5,19.7,10.9,11.3,9.3,-0.5
-1.7,4.2,4.1,5.2,14.6,17.9,19.8,17.4,13.9,7.6,8.4,1.7
1.2,4.0,10.4,4.8,17.1,14.4,18.5,17.3,12.1,5.4,3.0,3.4
0.7,6.1,6.9,6.9,14.8,18.5,18.8,20.4,11.7,6.4,-1.6,-0.9
2.4,0.0,11.0,7.1,14.3,19.6,19.9,19.1,15.5,4.6,-1.0,-4.1
2.6,0.0,11.7,0.0,14.4,0.0,17.9,19.7,0.0,3.4,0.0,-3.0
